# utc [-], et [s], MEX2TGO [km], spoint_x [km], spoint_y [km], spoint_z [km], spoint_lon [deg], spoint_lat_sph [deg], spoint_lat [deg], emission_MEX [deg], emission_TGO [deg], spoint2MEX [km], spoint2TGO [km], lon_midpoint [deg], lat_midpoint [deg] 
2025 NOV 30 22:04:33, 817812342.1830763, 1025.0034189887697, -572.7528365320403, -18.72991879708004, -3327.789706554421, -178.12700533886408, -80.12836947045714, -80.22949794015179, 56.036352647833574, 56.04592318444469, 619.2689014303528, 616.6956890343193, -178.07317434607108, -80.25435024224454
2025 NOV 30 22:04:34, 817812343.1847457, 1024.4283207432518, -572.4445399797704, -21.984404456265256, -3327.8224559794753, -177.80066926674354, -80.13165776140775, -80.23279944125426, 56.01094487687702, 56.019285773727546, 619.273419631811, 616.3756417136755, -177.738987829723, -80.25933532218205
2025 NOV 30 22:04:35, 817812344.1864152, 1023.8550968155671, -572.1220099048427, -25.2473137818941, -3327.854386656317, -177.4732197228911, -80.13486693721649, -80.23601966739994, 55.984315274926516, 55.99383544094179, 619.2658019527734, 616.0702886624991, -177.4044960010887, -80.26398670705576
2025 NOV 30 22:04:36, 817812345.1880846, 1023.2837524245448, -571.8091902061968, -28.51406262684611, -3327.881443097298, -177.14523076921125, -80.13785077229488, -80.2388096773435, 55.95803860179164, 55.967993640683254, 619.2651095003733, 615.7605774735838, -177.06972164783122, -80.26830399453445
2025 NOV 30 22:04:37, 817812346.189754, 1022.7142925187584, -571.5036486314382, -31.764511711066447, -3327.9042197756376, -176.81873975434593, -80.14012058466217, -80.24110380679862, 55.932707563532965, 55.94116546504048, 619.2784792745931, 615.4393737429747, -176.7346875595981, -80.2722868179192
2025 NOV 30 22:04:38, 817812347.1914235, 1022.146722083125, -571.1853703250758, -35.02248606263553, -3327.9259132285015, -176.4912764058782, -80.1422835163239, -80.243289242515, 55.90627512216049, 55.91540632265843, 619.2811886098361, 615.1314010061577, -176.39941666180422, -80.27593482495024
2025 NOV 30 22:04:39, 817812348.193093, 1021.5810463143104, -570.8675253760968, -38.27955548676032, -3327.94436124219, -176.16377097292826, -80.1441182528722, -80.24514689633348, 55.87982432533207, 55.88962987322337, 619.2863191045611, 614.823580724608, -176.06393201444362, -80.27924775692182
2025 NOV 30 22:04:40, 817812349.1947625, 1021.0172701109171, -570.5639264676005, -41.52675723962341, -3327.957336856583, -175.837241217594, -80.14539669853342, -80.2464509748474, 55.85449746282456, 55.86268848832909, 619.3076237546484, 614.5021677954501, -175.7282566803688, -80.28222533050464
2025 NOV 30 22:04:41, 817812350.1964319, 1020.4553961827503, -570.2474339491615, -44.781634683985246, -3327.9692351921667, -175.5097672910418, -80.14656792795937, -80.24764649932331, 55.82805398997123, 55.83683461161673, 619.3181067571529, 614.1941580482229, -175.39241391860588, -80.28486733778543
2025 NOV 30 22:04:42, 817812351.1981013, 1019.8954343782051, -569.9375797823844, -48.042963369167424, -3327.9767421817173, -175.1816357406475, -80.14756346885649, -80.24846385223427, 55.801683580709266, 55.810872723097035, 619.3320972247316, 613.8852248723615, -175.05642700819052, -80.28717354384966
